id	direction	origin_kind	producer	fetch_api	current_policy	wrapper_chain	terminal_consumer	operation	byte_range	oos_capable	classification	required_handling	current_handling	verdict	evidence	test	finding_id	followup
R-311	reverse	heap_reinsert	loaddb server loader	heap_attrinfo_transform_to_disk_except_lob (write-time demotion)	PRESERVE	load_server_loader -> heap_attrinfo_transform_to_disk_except_lob (demotes) -> new_recdes WITH stubs -> locator_insert_force	heap file (new instance record)	server-side loaddb inserts loaded rows	full+stubs	yes	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL	CORRECT	src/loaddb/load_server_loader.cpp:706 heap_attrinfo_transform_to_disk_except_lob, :782 locator_insert_force; provenance (a) self-demotes	dynamic: loaddb rows exceeding OOS target, verify OOS demotion on load	-	fwd-misc
R-312	reverse	heap_reinsert	catcls_update_instance/catcls_delete_instance/catcls_update_class_stats	heap_get_visible_version policy=HEAP_RECDES_CONSUME_RAW_BYTES	CONSUME	catcls_* -> heap_get_visible_version CONSUME (expanded, stub-free) -> modify OR_VALUE -> heap_update_logical(raw recdes)	catalog heap file (updated catalog instance)	catalog maintenance updates _db_* instance records	full	yes	EXPAND	EXPAND	EXPAND	CORRECT	src/storage/catalog_class.c:4014 catcls_delete_instance CONSUME, :4180 catcls_update_instance CONSUME, :4504 catcls_update_class_stats CONSUME; heap_update_logical:3959/4289/4546 raw (no attrinfo demote); census-listed genuine Expand	dynamic: alter a class whose catalog instance is OOS-backed, verify catalog value integrity	F26847-R4-02	fwd-locator/catalog; CBRD-26847-followup-no-redemote
R-313	reverse	heap_reinsert	compactdb disk_update_instance	desc_obj_to_disk (logical DESC_OBJ -> disk record)	PRESERVE	compactdb -> desc_obj_to_disk(obj) -> Diskrec -> heap_create_update_context -> heap_update_logical(raw); index via heap_get_last_version DONT_CONSUME + locator_update_index (attribute resolve)	heap file (rewritten instance record)	compactdb rewrites instance to fix dangling OID references	full	yes	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL	CORRECT	src/executables/compactdb.c:665 desc_obj_to_disk, :703-705 heap_update_logical (raw, no demote); update_indexes:782-786 heap_get_last_version DONT_CONSUME + :796 locator_update_index; DESC_OBJ is logical so no stubs	dynamic: compactdb on table with OOS-backed rows, verify values preserved	F26847-R4-02	fwd-misc; CBRD-26847-followup-no-redemote
R-314	reverse	network	locator_repl_prepare_force	heap_get_visible_version policy=HEAP_RECDES_CONSUME_RAW_BYTES	CONSUME	locator_repl_prepare_force -> heap_get_visible_version CONSUME (PEEK) old_recdes -> only or_chn(old_recdes) read	or_chn (header/CHN only)	replica reads old record CHN to bump new record CHN	header/CHN	yes	STORED_SAFE	STORED_SAFE	EXPAND	OVER_EXPAND	src/transaction/locator_sr.c:6943-6945 heap_get_visible_version CONSUME PEEK; :6960 old_chn=or_chn(old_recdes) reads only header; full expand wasted (should be DONT_CONSUME)	static: confirm old_recdes consumed only by or_chn; dynamic: repl UPDATE of OOS-backed row still correct with DONT_CONSUME	F26847-R4-01	CBRD-26847-fix-repl-prepare-overexpand
X-301	reverse	network	network_interface_sr copyarea transport	-	-	xlocator_* -> LC_COPYAREA packed as opaque bytes over css; no record-body interpretation in transport	css/net byte stream	transport already-packed copyarea to client	none	n/a	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	transport ships LC_COPYAREA blob; record expansion decided upstream at pack sites R-301/302/303; no OR_BUF/stub parsing in transport layer	-	-	-
X-302	reverse	heap_reinsert	sp_get_code_attr	heap_get_visible_version policy=HEAP_RECDES_CONSUME_RAW_BYTES	CONSUME	sp_get_code_attr -> heap_get_visible_version CONSUME PEEK -> heap_attrinfo_read_dbvalues (attribute layer)	heap_attrinfo_read_dbvalues (attribute resolve)	read one attr of _db_stored_procedure_code instance	full	yes	RESOLVE	RESOLVE	EXPAND	EXCLUDED	src/sp/sp_code.cpp:90-91 CONSUME then :103(rel) heap_attrinfo_read_dbvalues; not copyarea/network/reinsert; observed OVER_EXPAND (should DONT_CONSUME), defer to forward agent	-	F26847-R4-03	fwd-misc
X-303	reverse	copyarea_ship	locator_all_reference_lockset	heap_get_visible_version policy=HEAP_RECDES_CONSUME_RAW_BYTES	CONSUME	locator_all_reference_lockset -> heap_get_visible_version CONSUME PEEK -> object reference walk	reference gathering (not client ship, not reinsert)	find direct references of object	full	yes	RESOLVE	RESOLVE	EXPAND	EXCLUDED	src/transaction/locator_sr.c:3497-3500 CONSUME PEEK peek_recdes; server-internal reference walk, outside copyarea/network/reinsert scope	-	-	fwd-locator
X-304	reverse	heap_reinsert	locator_delete_lob_force	heap_get_visible_version policy=HEAP_RECDES_CONSUME_RAW_BYTES	CONSUME	locator_delete_lob_force -> heap_get_visible_version CONSUME -> heap_attrinfo_delete_lob (attribute layer)	heap_attrinfo_delete_lob (attribute resolve)	delete LOB files referenced by an instance	full	yes	RESOLVE	RESOLVE	EXPAND	EXCLUDED	src/transaction/locator_sr.c:6580-6581 CONSUME then :6588 heap_attrinfo_delete_lob; attribute-layer consumer, not copyarea/reinsert	-	-	fwd-locator
X-305	reverse	copyarea_ship	locator_mvcc_reeval_scan_filters	heap_get_visible_version policy=HEAP_RECDES_CONSUME_RAW_BYTES	CONSUME	locator_mvcc_reeval_scan_filters -> heap_get_visible_version CONSUME PEEK -> heap_attrinfo_read_dbvalues	heap_attrinfo_read_dbvalues (attribute resolve)	MVCC condition reevaluation reads attrs	full	yes	RESOLVE	RESOLVE	EXPAND	EXCLUDED	src/transaction/locator_sr.c:13830-13831 CONSUME then :13847 heap_attrinfo_read_dbvalues; attribute-layer consumer	-	-	fwd-query
X-306	reverse	heap_reinsert	compactdb process_value	heap_get_visible_version recdes=NULL	CONSUME(no-op)	compactdb process_value -> heap_get_visible_version(recdes=NULL) existence check only	none (recdes NULL)	verify referenced OID still exists	none	yes	STORED_SAFE	STORED_SAFE	STORED_SAFE	EXCLUDED	src/executables/compactdb.c:564-566 heap_get_visible_version with NULL recdes; CONSUME is a no-op (no body); existence check only	-	-	-
X-307	reverse	heap_reinsert	locator_update_force old-record fetch	heap_get_visible_version / locator_lock_and_get_object_with_evaluation	CONSUME/DONT_CONSUME	locator_update_force fetches oldrecdes for index maintenance/undo; NEW recdes comes from client (R-310) via attrinfo transform	index maintenance + undo image (attribute layer / physical)	update old-version handling	full	yes	RESOLVE	RESOLVE	MIXED	EXCLUDED	src/transaction/locator_sr.c:5798-5799 CONSUME (no-lock path), :5941-5942 CONSUME (has_index path), :5790-5793 DONT_CONSUME (locking path); oldrecdes consumed via attribute layer / undo; overlaps fwd-locator update audit	-	-	fwd-locator
X-308	reverse	copyarea_ship	xlocator_check_fk_validity	heap_next policy=HEAP_RECDES_DONT_CONSUME_RAW_BYTES	DONT_CONSUME	xlocator_check_fk_validity -> heap_next DONT_CONSUME -> heap_attrinfo_generate_key (attribute resolve)	heap_attrinfo_generate_key (attribute resolve)	FK validity scan builds keys	full	yes	RESOLVE	RESOLVE	RESOLVE	EXCLUDED	src/transaction/locator_sr.c:11969 heap_next DONT_CONSUME (NOT xlocator_fetch_all as task premise stated); correct attribute-layer resolve	-	-	-
X-309	reverse	client_parse	locator_cl.c mflush client->server pack	-	-	locator_cl.c mflush packs client workspace dirty objects into force LC_COPYAREA (logical images built client-side); repl-physical case handled server-side R-308	server locator_force	client flushes its objects to server	full	no	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	src/transaction/locator_cl.c mflush copy_area pack; client produces logical images (no OOS stubs) except replicated physical images consumed by R-308	-	-	-
X-310	reverse	network	method/SP call arguments and results	-	-	method/SP exchange DB_VALUEs, not raw heap instance recdes	DB_VALUE marshaling	invoke method/SP	none	n/a	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	src/method, src/sp exchange DB_VALUEs (already resolved via attribute layer); no raw heap instance record body shipped	-	-	-
X-311	reverse	network	query result shipping (QFILE)	-	-	scan_manager heap scans read via attribute layer (DONT_CONSUME), values materialized as DB_VALUE into QFILE tuples shipped to client	QFILE tuple / DB_VALUE	ship query results to client	none	n/a	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	src/query/scan_manager.c heap_next DONT_CONSUME; results are DB_VALUEs not raw heap records; OOS resolved at attribute layer during scan	-	-	fwd-query
X-312	reverse	heap_reinsert	dblink_global_tran_catalog	heap_next policy=HEAP_RECDES_DONT_CONSUME_RAW_BYTES	DONT_CONSUME	dblink_global_tran_catalog -> heap_next DONT_CONSUME PEEK -> attribute layer	attribute layer	dblink global tran catalog scan	full	yes	RESOLVE	RESOLVE	RESOLVE	EXCLUDED	src/query/dblink_global_tran_catalog.c heap_next DONT_CONSUME PEEK; attribute-layer read, correct	-	-	-
X-313	reverse	heap_reinsert	load_server_loader read fetch	heap_get_visible_version policy=HEAP_RECDES_CONSUME_RAW_BYTES	CONSUME	load_server_loader read path CONSUME (:247) / DONT_CONSUME (:243); loaddb-internal read, not the insert reinsert (R-311)	loaddb-internal	loaddb read of existing instance	full	yes	RESOLVE	RESOLVE	EXPAND	EXCLUDED	src/loaddb/load_server_loader.cpp:246-247 CONSUME, :243 DONT_CONSUME; loaddb read path, defer to fwd-misc	-	-	fwd-misc
R-401	reverse	unloaddb	xlocator_fetch_all	locator_fetch_all->xlocator_fetch_all	HEAP_RECDES_CONSUME_RAW_BYTES	unload_fetcher->locator_fetch_all(cl)->xlocator_fetch_all(sr)->heap_next->heap_scan_get_visible_version_impl->heap_get_visible_version_internal->heap_record_replace_oos_oids	desc_disk_to_obj(get_desc_current) load_object.c	ship LC_COPYAREA to CS client; OR_BUF parse VOT+variable area as attribute values	full	no	EXPAND	EXPAND	EXPAND	CORRECT	unload_object.c:1538 locator_fetch_all; unload_object.c:1385-1387 LC_RECDES_TO_GET_ONEOBJ->desc_disk_to_obj; locator_sr.c:2912-2913 heap_next COPY,HEAP_RECDES_CONSUME_RAW_BYTES; heap_file.c:26218,26240-26243 expand_oos guard; load_object.c OOS-blind	unloaddb table with OOS-backed VARBIT; verify dumped values equal originals not 16B stub bytes	F-R5-01	CBRD-26948 NOT reproduced at HEAD 6816023df; regression recurs only if CONSUME removed from locator_sr.c:2912
R-402	reverse	unloaddb	-	-	-	desc_disk_to_obj->get_desc_current/get_desc_old->or_get_offset_internal+data_readval	desc_disk_to_obj (load_object.c)	OR_BUF parse: read VOT offsets (vars[i]=offset2-offset) then data_readval each variable attr; ZERO OOS awareness	variable	no	EXPAND	EXPAND	EXPAND	CORRECT	load_object.c: rg OOS=0 references; get_desc_current:596-627 or_get_offset_internal, data_readval; shared terminal of R-401/R-403	craft OOS-backed record; ensure parser never sees IS_OOS stub bytes (guaranteed by upstream expand)	F-R5-01	Fragile terminal: safety wholly depends on producers R-401/R-403 keeping CONSUME_RAW_BYTES; no in-parser OOS guard
R-403	reverse	compactdb_cl	xlocator_fetch_all	locator_fetch_all->xlocator_fetch_all	HEAP_RECDES_CONSUME_RAW_BYTES	compactdb process_class->locator_fetch_all->xlocator_fetch_all(SA in-process)->heap_next(CONSUME)	desc_disk_to_obj (compactdb.c:442)	SA-mode offline compact: OR_BUF parse expanded recdes; then disk_update_instance re-writes	full	no	EXPAND	EXPAND	EXPAND	CORRECT	compactdb.c:429 locator_fetch_all LC_FETCH_MVCC_VERSION; :442 desc_disk_to_obj; :524 disk_update_instance; locator_sr.c:2912 CONSUME	offline compactdb on OOS table; verify data intact after compaction	F-R5-01	Same CBRD-26948 dependency as unloaddb; both share desc_disk_to_obj OOS-blind terminal
R-404	reverse	compactdb_cl	heap_get_visible_version	heap_get_visible_version	HEAP_RECDES_CONSUME_RAW_BYTES	compactdb process_value(DB_TYPE_OID)->heap_get_visible_version(PEEK,recdes=NULL)	scan_code existence check only	dangling-OID existence probe; recdes arg is NULL, only S_SUCCESS consumed	none	n/a	EXCLUDED	none/DONT_CONSUME	EXPAND	OVER_EXPAND	compactdb.c:564-566 heap_get_visible_version(...,NULL,...,HEAP_RECDES_CONSUME_RAW_BYTES); recdes not passed, only scan_code tested at :574	n/a (perf only)	F-R5-02	Redundant CONSUME: no recdes consumed; DONT_CONSUME suffices. Cross-link forward audit
R-405	reverse	compactdb_sr	xlocator_lock_and_fetch_all	xlocator_lock_and_fetch_all	HEAP_RECDES_CONSUME_RAW_BYTES	boot_compact_db->process_class->xlocator_lock_and_fetch_all->locator_lock_and_get_object_assign->locator_get_object(CONSUME)	desc_disk_to_attr_info->heap_attrinfo_read_dbvalues (server, OOS-aware)	server compact: parse copyarea recdes to attr_info; then process_object re-force	full	yes	RESOLVE	EXPAND-or-RESOLVE	EXPAND	CORRECT	compactdb_sr.c:395 xlocator_lock_and_fetch_all; :441-443 LC_RECDES_TO_GET_ONEOBJ->desc_disk_to_attr_info->heap_attrinfo_read_dbvalues; locator_sr.c:2336-2341 locator_get_object CONSUME	server compactdb on OOS table; verify values	-	Double-safe: producer expands AND consumer (attr layer) Resolves. xlocator_lock_and_fetch_all is a shared genuine-expand site (census 5-list); not compactdb-specific
R-406	reverse	compactdb_sr	locator_lock_and_get_object	locator_lock_and_get_object	HEAP_RECDES_DONT_CONSUME_RAW_BYTES	process_object->locator_lock_and_get_object(COPY,DONT_CONSUME)->copy_recdes; ->locator_attribute_info_force(LC_FLUSH_UPDATE,&copy_recdes)	locator_attribute_info_force old-image + re-force via heap_attrinfo_determine_disk_layout	fetch old physical image for MVCC update; re-force re-demotes new record	full	yes	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL	CORRECT	compactdb_sr.c:215-217 DONT_CONSUME COPY; :261-265 locator_attribute_info_force UPDATE_INPLACE_NONE &copy_recdes; write path heap_attrinfo_determine_disk_layout re-demotes	compact OOS row; confirm re-demotion and old chain vacuumed	-	Reinsert=standard MVCC UPDATE: write path re-runs largest-first demotion (fresh OOS chains, M1); old chains reclaimed by vacuum (invariant 3), no leak. Old physical image correctly preserved (must NOT expand)
R-407	reverse	compactdb_sr	heap_get_visible_version	heap_get_visible_version	HEAP_RECDES_CONSUME_RAW_BYTES	process_value(DB_TYPE_OID)->heap_get_visible_version(PEEK,recdes=NULL)	scan_code + ref_class_oid only	referenced-OID existence/class probe; recdes NULL	none	n/a	EXCLUDED	none/DONT_CONSUME	EXPAND	OVER_EXPAND	compactdb_sr.c:108-110 heap_get_visible_version(...,NULL,...,HEAP_RECDES_CONSUME_RAW_BYTES); only scan_code/is_class used	n/a (perf only)	F-R5-02	Redundant CONSUME: recdes NULL, nothing consumed. Cross-link forward audit
R-408	reverse	loaddb	heap_get_visible_version	heap_get_visible_version	HEAP_RECDES_CONSUME_RAW_BYTES	server loader ldr_get_class_oid-equivalent->heap_next(DONT_CONSUME iterate)->heap_get_visible_version(PEEK,CONSUME)->heap_attrinfo_read_dbvalues	heap_attrinfo_read_dbvalues (server, OOS-aware)	scan db_user catalog rows to find user by name	full	yes	RESOLVE	RESOLVE	EXPAND	OVER_EXPAND	load_server_loader.cpp:242-243 heap_next DONT_CONSUME; :246-247 heap_get_visible_version PEEK CONSUME; :260 heap_attrinfo_read_dbvalues	loaddb into DB with OOS; verify user resolution	F-R5-02	Consumer resolves per-attr anyway so CONSUME redundant; db_user rows are tiny/never-OOS in practice. SAFE. Cross-link forward (loaddb/fwd-misc)
R-409	reverse	diagdb	heap_next	heap_next	HEAP_RECDES_DONT_CONSUME_RAW_BYTES	diagdb(DIAGDUMP_HEAP)->heap_dump_heap_file->heap_dump(dump_records)->heap_next(PEEK,DONT_CONSUME)->heap_attrinfo_read_dbvalues->heap_attrinfo_dump	heap_attrinfo_read_dbvalues->heap_attrinfo_dump (server, OOS-aware)	SA-mode value dump of each instance	full	yes	RESOLVE	RESOLVE	RESOLVE	CORRECT	heap_file.c:15624-15635 heap_next DONT_CONSUME, heap_attrinfo_read_dbvalues, heap_attrinfo_dump; attr read OOS dispatch heap_file.c:10476-10479	cubrid diagdb -d 10 <class> on OOS table; verify values resolved	-	Correct opt-out design: DONT_CONSUME + attr-layer Resolve
R-410	reverse	diagdb	spage_dump	spage_dump	-	heap_dump(dump_records)->spage_dump	spage_dump raw hex	raw hex dump of physical record bytes (stub bytes shown verbatim)	full	n/a	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL	CORRECT	heap_file.c:15558 spage_dump(thread_p,fp,pgptr,dump_records)	diagdb full dump; inspect raw record hex	-	Diagnostic raw dump; no value interpretation so OOS stubs cannot be misread as values
R-411	reverse	checkdb	heap_next	heap_next	HEAP_RECDES_DONT_CONSUME_RAW_BYTES	boot_check_db_consistency->locator_check_by_class_oid->locator_check_class->locator_check_btree_entries->heap_next(COPY,DONT_CONSUME)->heap_attrinfo_read_dbvalues->heap_attrinfo_generate_key	heap_attrinfo_read_dbvalues->heap_attrinfo_generate_key (server, OOS-aware)	rebuild index keys from instance records to verify vs btree	full	yes	RESOLVE	RESOLVE	RESOLVE	CORRECT	locator_sr.c:9614-9615 heap_next COPY DONT_CONSUME; :9638 heap_attrinfo_read_dbvalues; locator_check_class:10538, locator_check_unique_btree_entries:9941; attr OOS dispatch heap_file.c:10476-10479	cubrid checkdb on table with OOS-backed index-key column; verify no false corruption	-	OOS-backed index-key attribute correctly Resolved during key rebuild
R-412	reverse	checkdb	heap_check_all_pages	heap_check_all_pages	-	heap_check_all_heaps->heap_check_heap_file->heap_check_all_pages->heap_chkreloc_next->spage_get_record_type	heap_chkreloc_next structural relocation tracking	page/slot/relocation-OID structural validation; no variable-area value parse	header/CHN	n/a	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL	CORRECT	heap_file.c:15106 heap_check_all_pages_by_heapchain, :15259 heap_check_all_pages, heap_chkreloc_next reads spage_get_record_type only	checkdb structural pass on OOS heap	-	Structural only; reads record type/forwarding OIDs, never interprets OOS stub bytes
X-401	reverse	checksumdb	-	db_query (SQL)	-	checksumdb->db_query_execute->query executor scan (attr layer resolves OOS)	db_query_get_tuple_value	HA checksum reads rows via SQL, not raw RECDES	full	yes	EXCLUDED	-	-	EXCLUDED	checksumdb.c:212-280 db_query_* SELECT; goes through query executor scan_manager (OOS resolved by scan attr layer)	-	-	SQL path: OOS resolved by normal scan; no raw RECDES consumption
X-402	reverse	migrate	-	-	-	-	-	schema/version migration; no heap instance record parse	none	n/a	EXCLUDED	-	-	EXCLUDED	migrate.c: rg RECDES|heap_next|heap_get|or_get = 0 hits	-	-	No instance-record parsing
X-403	reverse	spacedb	-	-	-	file_tracker/file_header space accounting	SPACEDB counters	page/file space totals; FILE_OOS folded into heap accounting (per spec CBRD-26871)	none	n/a	EXCLUDED	-	-	EXCLUDED	no heap_next/heap_attrinfo/desc_disk_to_obj in spacedb path; page-level only	-	-	Page/file-level only; no variable-area value parse
X-404	reverse	backupdb	-	-	-	fileio physical volume page copy	backup volume	physical page image copy; no record parse	none	n/a	EXCLUDED	-	-	EXCLUDED	util_sa.c/util_cs.c backup dispatch; no heap_next/heap_attrinfo/desc_disk_to_obj	-	-	Physical backup; page bytes copied verbatim incl OOS pages
X-405	reverse	restoredb	-	-	-	fileio physical volume restore	restored volume	physical page restore; no record parse	none	n/a	EXCLUDED	-	-	EXCLUDED	restore path physical (logpb/fileio); no instance-record parse	-	-	Physical restore; no value interpretation
X-406	reverse	vacuumdb	-	-	-	cubrid vacuumdb triggers server vacuum; vacuum reads undo recdes for head OOS OIDs	vacuum_forward_walk_oos_delete_atomic	server-side vacuum OOS cleanup (undo recdes head-OID extraction)	full	yes	EXCLUDED	-	-	EXCLUDED	out of util-reverse scope; covered by vacuum/WAL audit (vacuum_oos.cpp:154,383)	-	-	Not a client raw-RECDES consumer; vacuum OOS handling audited by rev-wal
X-407	reverse	unloaddb	-	-	-	unload_schema.c schema extraction	-	dumps schema DDL only; no instance heap records	none	n/a	EXCLUDED	-	-	EXCLUDED	unload_schema.c: rg desc_disk_to_obj|LC_RECDES_TO_GET_ONEOBJ|heap_next|locator_fetch_all = 0 hits	-	-	Schema-only; instance records handled by unload_object.c (R-401)
X-501	reverse	btree_leaf_key	btree_read_record/btree_read_record_without_decompression	spage_get_record(BTREE leaf/non-leaf page)	n/a	btree_read_record key decode	btree range/search key compare	read	key + leaf/non-leaf pointer header	no: b-tree page key record produced by btree_read_record; no MVCC header, no VOT, never OR_MVCC_FLAG_HAS_OOS	EXCLUDED	none	none	EXCLUDED	src/storage/btree.c:4258 btree_read_record, :4516 btree_read_record_without_decompression; fed by spage_get_record on BTREE leaf/non-leaf pages (e.g. :1786,:4790,:10799 merge array)	none	none	none
X-502	reverse	btree_overflow_oid	btree overflow-node reader (ovfl_copy_rec)	spage_get_record(BTREE_OVERFLOW_NODE page)	n/a	OID-list traversal	btree key OID-list scan	read	overflow OID-list record body	no: b-tree key overflow OID-list record on a BTREE_OVERFLOW_NODE page; not a heap instance	EXCLUDED	none	none	EXCLUDED	src/storage/btree.c:2503 ovfl_copy_rec, :9828,:11482 ovfl_rec, :12065 ovf_record	none	none	none
X-503	reverse	btree_leaf_key_build	btree_read_record during index build	spage_get_record(load leaf/non-leaf page)	n/a	btree_save_last_leafrec key read	index page build	read	leaf/non-leaf key record	no: b-tree key record produced during index load off the page being built; not a heap instance (the heap-scan key-extraction side is R-501)	EXCLUDED	none	none	EXCLUDED	src/storage/btree_load.c:1606,:1678,:1807,:4792,:4983 btree_read_record; header records at :282..:469	none	none	none
X-504	reverse	qfile_sort_key	qfile_make_sort_key / qfile_sort_get_next_parallel	SORT_REC built from a qfile list-file tuple	n/a	qfile_scan_list_next(PEEK) then memcpy key fields	external_sort input tuple	build	SORT_REC: tuple-id header + key field bytes	no: sort key record built from a qfile list-file tuple; not a heap instance	EXCLUDED	none	none	EXCLUDED	src/query/list_file.c:3510 qfile_make_sort_key (data cast SORT_REC :3544-3561), :3862 parallel variant	none	none	none
X-505	reverse	qfile_list_tuple	qfile_generate_sort_tuple	qfile output tuple built from a returned SORT_REC	n/a	memcpy SORT_REC->qfile tuple	list-file add_tuple	build	qfile list-file output tuple	no: qfile list-file tuple image; not a heap instance	EXCLUDED	none	none	EXCLUDED	src/query/list_file.c:3646 qfile_generate_sort_tuple (:3676-3688), added at :4213	none	none	none
X-506	reverse	sort_run_tuple	sort_spage_get_record / caller get_fn	sort work-page slot / caller-supplied get_fn	n/a	memcpy from sort scratch page	external merge/sort loop	read	sort run tuple (opaque length-prefixed item)	no: sort run tuple on a temp sort work page; not a heap instance	EXCLUDED	none	none	EXCLUDED	src/storage/external_sort.c:647 sort_spage_get_record (:672/:689), :1965-:2103 get_fn fills temp_recdes/long_recdes	none	none	none
X-507	reverse	sort_long_overflow	overflow_insert(FILE_TEMP) / sort_retrieve_longrec	overflow_get/overflow_insert	n/a	overflow chain	oversized sort tuple spill	read/write	long sort tuple stored as overflow body	no: oversized sort tuple in a FILE_TEMP overflow record; not a heap instance	EXCLUDED	none	none	EXCLUDED	src/storage/external_sort.c:2154 overflow_insert(&long_recdes,FILE_TEMP); retrieve :274 sort_retrieve_longrec	none	none	none
X-508	reverse	ehash_bucket	ehash_insert_bucket_record / spage_get_record	extendible-hash bucket page record	n/a	ehash_read_oid_from_record	hash lookup / bucket split	read/build	EHASH bucket record (key + OID)	no: extendible-hash bucket record; not a heap instance	EXCLUDED	none	none	EXCLUDED	src/storage/extendible_hash.c:1423,:1863 bucket read, :667 ehash_insert_bucket_record	none	none	none
X-509	reverse	ehash_long_key_overflow	ehash_allocate_recdes / ehash_compose_overflow	overflow_get	n/a	overflow chain	long hash-key compare	read	long EHASH key as overflow body	no: long EHASH key in an overflow record; not a heap instance	EXCLUDED	none	none	EXCLUDED	src/storage/extendible_hash.c:475 ehash_allocate_recdes, :545,:609 overflow_get long-key path	none	none	none
X-510	reverse	overflow_record_body	overflow_get_nbytes / overflow_insert	overflow_get/overflow_insert	n/a	OVERFLOW_FIRST_PART + REST chain reassembly	caller-defined	read/write	multipage overflow record body	no: generic physical multipage store; provenance is caller-defined (btree/ehash/sort/heap-bigone). Heap REC_BIGONE bodies routed here are OOS-free (see R-511)	EXCLUDED	none	none	EXCLUDED	src/storage/overflow_file.c:751 overflow_get_nbytes (memcpy :876), :82 overflow_insert (:929 overflow_get)	none	none	none
X-512	reverse	oos_chunk_record	oos_prepend_header / oos_insert_record_in_fixed_page	spage_insert / spage_get_record	n/a	oos_record_header + payload fragment	oos_read/oos_insert value chain	read/write	OOS chunk record (OOS_RECORD_HEADER + payload)	no: this IS the out-of-row STORAGE of OOS values (the value chain), not a heap instance record that contains OOS stubs -- the inverse of the audit target	EXCLUDED	none	none	EXCLUDED	src/storage/oos_file.cpp:1097 oos_prepend_header, :1481 insert-in-page, :1551 oos_read_chunk_in_page, :2350 oos_rv_redo_insert; struct oos_record_header oos_file.hpp:26	none	none	none
X-513	reverse	oos_hdr_stats	oos_get_header_stats_ptr	spage_get_record(PEEK)	n/a	best[] hints + space estimates	oos_find_best_page	read/write	OOS bestspace header record	no: OOS-file bestspace metadata record; not a heap instance	EXCLUDED	none	none	EXCLUDED	src/storage/oos_file.cpp:1020 hdr build, :456 oos_get_header_stats_ptr	none	none	none
X-514	reverse	catalog_disk_repr	catalog_put_record_into_page / catalog_store_*	spage_insert / spage_update	n/a	CATALOG_PAGE_HEADER / DISK_REPR / DISK_ATTR / BTREE_STATS / CLS_INFO / CATALOG_REPR_ITEM	catalog representation fetch	read/write	catalog-file disk representation record	no: separate catalog file structure (disk representation of class reps) stored in CATALOG_RECORD.recdes; not a heap instance	EXCLUDED	none	none	EXCLUDED	src/storage/system_catalog.c:603,:1086,:1195,:1221,:1248,:1303,:2128 catalog_* store into recdes	none	none	none
X-515	reverse	spage_generic	spage_get_record_data	spage_get_record	n/a	page slot bytes	caller-defined	read	whatever the caller page slot holds (page-agnostic)	no: generic physical slotted-page layer; record kind is determined by the caller/page type, not by this code	EXCLUDED	none	none	EXCLUDED	src/storage/slotted_page.c:3851 spage_get_record_data (PEEK ptr :3865 / COPY memcpy :3888), :3816 spage_get_record	none	none	none
X-516	reverse	record_descriptor_container	record_descriptor::peek/copy/get	spage_get_record (delegated)	n/a	owned/borrowed buffer	caller-defined	read/build	no fixed record kind (generic container)	no: generic RECDES wrapper class; provenance from caller; auto-resizes on S_DOESNT_FIT	EXCLUDED	none	none	EXCLUDED	src/storage/record_descriptor.cpp:87 set_recdes, :106-:121 peek/copy/get delegating to spage_get_record	none	none	none
X-517	reverse	recdes_buffer_plumbing	recdes_allocate_data_area / set_data_area	RECDES buffer memory helpers	n/a	n/a	none	alloc/attach	no content (buffer plumbing only)	no: allocates/attaches RECDES buffers; never populates record content	EXCLUDED	none	none	EXCLUDED	src/storage/storage_common.c:310 recdes_allocate_data_area, :327 free, :333 recdes_set_data_area	none	none	none
X-518	reverse	file_layer_physical	file_manager (physical file layer)	no recdes production	n/a	n/a	none	none	no recdes populated with file-layer records	no: file_manager uses raw page structs for file header/table; its one RECDES reads a CLASS record for a validity check only (cross-note fwd-heap)	EXCLUDED	none	none	EXCLUDED	src/storage/file_manager.c:11288 file_is_valid_heap_file (heap_get_class_record PEEK :11293)	none	none	none
X-519	reverse	class_schema_disk	tf_class_to_disk (root_to_disk/class_to_disk)	client OR_BUF build, shipped raw via locator_insert	n/a	repid+chn header + class body	server stores raw	build	CLASS/schema disk record	no: class/schema records are serialized CLIENT-side by tf_class_to_disk and inserted raw; they never pass through heap_attrinfo_determine_disk_layout (heap_file.c:12095), the ONLY OOS demotion site, so they can never acquire OOS inline stubs	EXCLUDED	none	none	EXCLUDED	src/object/transform_cl.c:4546 tf_class_to_disk (no demotion; only OOS token is a read-path comment :628). Demotion sole site heap_file.c:12095, called only from heap_attrinfo_transform_to_disk_internal:13033	none	none	none
